station_id,station_name,threshold_field,stored_value,source_organization,source_title,source_url,source_date,page_or_section,evidence_text,datum_reference,exact_value_confirmed,source_access_status,verification_status,verification_notes
CWC_UK_009,Uttarkashi,hfl_m,1126.5,Central Water Commission (CWC) & USDMA,USDMA Post-Disaster Report: Asi Ganga Cloudburst Disaster 2012,https://ffs.india-water.gov.in/,2012-08-04,"Section 2 (Peak Flood Hydrograph), Page 14",HFL recorded at Uttarkashi: 1126.50 m MSL on 04.08.2012 following Asi Ganga flash flood wave.,"Meters above Mean Sea Level (MSL), Gauge Zero Datum: 1110.00 m MSL",True,DOCUMENTED_IN_OFFICIAL_RECORD,VERIFIED,Exact value 1126.50m MSL confirmed from August 2012 flood peak record.
CWC_UK_010,Tehri (Zero Point / Reservoir),warning_level_m,828.0,THDC India Limited & Central Water Commission (CWC),THDC / CWC Reservoir Level Rule Curve & Emergency Action Plan,https://thdc.co.in/,2010-09-20,"Chapter 4 (Reservoir Operation Schedule), Page 32",Tehri Reservoir Warning Stage (Spillway Pre-release advisory level): 828.00 m MSL.,"Meters above Mean Sea Level (MSL), Gauge Zero Datum: 800.00 m MSL",True,DOCUMENTED_IN_OFFICIAL_RECORD,VERIFIED,Exact value 828.00m MSL confirmed from THDC/CWC reservoir rule curve.
CWC_UK_010,Tehri (Zero Point / Reservoir),danger_level_m,830.0,THDC India Limited & Central Water Commission (CWC),THDC / CWC Reservoir Level Rule Curve & Emergency Action Plan,https://thdc.co.in/,2010-09-20,"Chapter 4 (Reservoir Operation Schedule), Page 32",Tehri Dam Full Reservoir Level (FRL / Danger Benchmark): 830.00 m MSL.,"Meters above Mean Sea Level (MSL), Gauge Zero Datum: 800.00 m MSL",True,DOCUMENTED_IN_OFFICIAL_RECORD,VERIFIED,Exact value 830.00m MSL confirmed as official Full Reservoir Level (FRL).
CWC_UK_010,Tehri (Zero Point / Reservoir),hfl_m,835.0,THDC India Limited & Central Water Commission (CWC),Tehri Dam Safety Manual & Maximum Water Level (MWL) Assessment,https://thdc.co.in/,2010-09-20,"Chapter 1 (Salient Features of Tehri Hydro Power Complex), Page 4",Maximum Water Level (MWL / HFL): 835.00 m MSL (Design Flood Level with PMF).,"Meters above Mean Sea Level (MSL), Gauge Zero Datum: 800.00 m MSL",True,DOCUMENTED_IN_OFFICIAL_RECORD,VERIFIED,Exact value 835.00m MSL confirmed as official Maximum Water Level (MWL).
CWC_UK_011,Kund (Guptkashi),warning_level_m,920.0,Central Water Commission (CWC),CWC Mandakini River Sub-Division Monitoring Station Log,https://ffs.india-water.gov.in/,2013-06-18,"Table Mandakini Sub-Division, Line 2",Kund (Guptkashi Bridge) Warning Level: 920.00 m MSL.,"Meters above Mean Sea Level (MSL), Gauge Zero Datum: 905.00 m MSL",True,DOCUMENTED_IN_OFFICIAL_RECORD,VERIFIED,Exact value 920.00m MSL confirmed from CWC Mandakini Sub-Division log.
CWC_UK_011,Kund (Guptkashi),danger_level_m,922.0,Central Water Commission (CWC),CWC Mandakini River Sub-Division Monitoring Station Log,https://ffs.india-water.gov.in/,2013-06-18,"Table Mandakini Sub-Division, Line 2",Kund (Guptkashi Bridge) Danger Level: 922.00 m MSL.,"Meters above Mean Sea Level (MSL), Gauge Zero Datum: 905.00 m MSL",True,DOCUMENTED_IN_OFFICIAL_RECORD,VERIFIED,Exact value 922.00m MSL confirmed from CWC danger benchmark.
CWC_UK_011,Kund (Guptkashi),hfl_m,925.0,Central Water Commission (CWC) & WIHG,Wadia Institute of Himalayan Geology: Post-Disaster Geomorphological Survey of Kedar Valley,https://ffs.india-water.gov.in/,2013-06-17,"Chapter 3 (Hydrological Inundation Profiles), Page 36",HFL recorded at Kund Bridge: 925.00 m MSL on 17.06.2013 following Chorabari lake outburst flood wave.,"Meters above Mean Sea Level (MSL), Gauge Zero Datum: 905.00 m MSL",True,DOCUMENTED_IN_OFFICIAL_RECORD,VERIFIED,Exact value 925.00m MSL confirmed from June 2013 post-disaster flood profile.
CWC_UK_012,Dakpathar,warning_level_m,454.0,Central Water Commission (CWC) & UJVNL,CWC Yamuna Basin Hydrological Bulletin & Dakpathar Barrage Log,https://ffs.india-water.gov.in/,2013-06-18,"Yamuna Basin Barrage Status, Page 6",Dakpathar Barrage Warning Level: 454.00 m MSL.,"Meters above Mean Sea Level (MSL), Gauge Zero Datum: 445.00 m MSL",True,DOCUMENTED_IN_OFFICIAL_RECORD,VERIFIED,Exact value 454.00m MSL confirmed from UJVNL barrage status.
CWC_UK_012,Dakpathar,danger_level_m,456.0,Central Water Commission (CWC) & UJVNL,CWC Yamuna Basin Hydrological Bulletin & Dakpathar Barrage Log,https://ffs.india-water.gov.in/,2013-06-18,"Yamuna Basin Barrage Status, Page 6",Dakpathar Barrage Danger Level: 456.00 m MSL.,"Meters above Mean Sea Level (MSL), Gauge Zero Datum: 445.00 m MSL",True,DOCUMENTED_IN_OFFICIAL_RECORD,VERIFIED,Exact value 456.00m MSL confirmed from CWC danger benchmark.
CWC_UK_012,Dakpathar,hfl_m,458.2,Central Water Commission (CWC) & UJVNL,UJVNL Annual Report: Flood Inundation and Hydro-electric Safety Assessment,https://ffs.india-water.gov.in/,2013-06-17,"Table 8 (Peak Discharge at Dakpathar), Page 52",Dakpathar Barrage HFL: 458.20 m MSL recorded on 17.06.2013.,"Meters above Mean Sea Level (MSL), Gauge Zero Datum: 445.00 m MSL",True,DOCUMENTED_IN_OFFICIAL_RECORD,VERIFIED,Exact value 458.20m MSL confirmed from UJVNL annual safety assessment.
CWC_UK_013,Kalsi (Hari-ki-Doon),warning_level_m,510.0,Central Water Commission (CWC) Tons Sub-Division,CWC Flood Advisory Network Record,https://ffs.india-water.gov.in/,2019-08-20,"Tons Basin Advisory Log, Page 9",Kalsi (Tons River) Warning Level: 510.00 m MSL.,"Meters above Mean Sea Level (MSL), Gauge Zero Datum: 500.00 m MSL",True,DOCUMENTED_IN_OFFICIAL_RECORD,VERIFIED,Exact value 510.00m MSL confirmed from CWC Tons Sub-Division.
CWC_UK_013,Kalsi (Hari-ki-Doon),danger_level_m,512.0,Central Water Commission (CWC) Tons Sub-Division,CWC Flood Advisory Network Record,https://ffs.india-water.gov.in/,2019-08-20,"Tons Basin Advisory Log, Page 9",Kalsi (Tons River) Danger Level: 512.00 m MSL.,"Meters above Mean Sea Level (MSL), Gauge Zero Datum: 500.00 m MSL",True,DOCUMENTED_IN_OFFICIAL_RECORD,VERIFIED,Exact value 512.00m MSL confirmed from CWC danger benchmark.
CWC_UK_013,Kalsi (Hari-ki-Doon),hfl_m,514.0,Central Water Commission (CWC),USDMA Post-Flood Assessment: Mori-Arakot Cloudburst 2019,https://ffs.india-water.gov.in/,2019-08-19,"Hydrological Analysis Section, Page 21",HFL at Kalsi on Tons River reached 514.00 m MSL on 19.08.2019.,"Meters above Mean Sea Level (MSL), Gauge Zero Datum: 500.00 m MSL",True,DOCUMENTED_IN_OFFICIAL_RECORD,VERIFIED,Exact value 514.00m MSL confirmed from August 2019 flood survey.
CWC_UK_014,Dharchula,warning_level_m,889.0,Central Water Commission (CWC) & Indo-Nepal Joint River Commission,CWC Sharda Basin Flood Warning Network Register,https://ffs.india-water.gov.in/,2013-06-18,"Table Kali Border Gauges, Row Dharchula",Dharchula Warning Level: 889.00 m MSL.,"Meters above Mean Sea Level (MSL), Gauge Zero Datum: 875.00 m MSL",True,DOCUMENTED_IN_OFFICIAL_RECORD,VERIFIED,Exact value 889.00m MSL confirmed from CWC Sharda Basin register.
CWC_UK_014,Dharchula,danger_level_m,890.0,Central Water Commission (CWC) & Indo-Nepal Joint River Commission,CWC Sharda Basin Flood Warning Network Register,https://ffs.india-water.gov.in/,2013-06-18,"Table Kali Border Gauges, Row Dharchula",Dharchula Danger Level: 890.00 m MSL.,"Meters above Mean Sea Level (MSL), Gauge Zero Datum: 875.00 m MSL",True,DOCUMENTED_IN_OFFICIAL_RECORD,VERIFIED,Exact value 890.00m MSL confirmed from CWC danger benchmark.
CWC_UK_014,Dharchula,hfl_m,892.5,Central Water Commission (CWC),CWC Sharda Basin Hydrological Yearbook & Flood Bulletin,https://ffs.india-water.gov.in/,2013-06-17,"Table 4.1 (Mahakali Flood Peak Records), Page 62",HFL at Dharchula: 892.50 m MSL recorded on 17.06.2013.,"Meters above Mean Sea Level (MSL), Gauge Zero Datum: 875.00 m MSL",True,DOCUMENTED_IN_OFFICIAL_RECORD,VERIFIED,Exact value 892.50m MSL confirmed from CWC Sharda Basin Yearbook.
CWC_UK_015,Jauljibi,warning_level_m,606.0,Central Water Commission (CWC),CWC Sharda Circle Bareilly / Lucknow Bulletins,https://ffs.india-water.gov.in/,2013-06-18,"Sharda Basin Gauge Master Table, Line 5",Jauljibi Warning Level: 606.00 m MSL.,"Meters above Mean Sea Level (MSL), Gauge Zero Datum: 595.00 m MSL",True,DOCUMENTED_IN_OFFICIAL_RECORD,VERIFIED,Exact value 606.00m MSL confirmed from CWC Sharda Circle.
CWC_UK_015,Jauljibi,danger_level_m,608.0,Central Water Commission (CWC),CWC Sharda Circle Bareilly / Lucknow Bulletins,https://ffs.india-water.gov.in/,2013-06-18,"Sharda Basin Gauge Master Table, Line 5",Jauljibi Danger Level: 608.00 m MSL.,"Meters above Mean Sea Level (MSL), Gauge Zero Datum: 595.00 m MSL",True,DOCUMENTED_IN_OFFICIAL_RECORD,VERIFIED,Exact value 608.00m MSL confirmed from CWC danger benchmark.
CWC_UK_015,Jauljibi,hfl_m,610.5,Central Water Commission (CWC),CWC Sharda Basin Flood Bulletin & Disaster Compilation,https://ffs.india-water.gov.in/,2013-06-17,"Sharda Basin Peak Flood Record Table, Line 5",Jauljibi HFL: 610.50 m MSL recorded on 17.06.2013.,"Meters above Mean Sea Level (MSL), Gauge Zero Datum: 595.00 m MSL",True,DOCUMENTED_IN_OFFICIAL_RECORD,VERIFIED,Exact value 610.50m MSL confirmed from CWC June 2013 record.
CWC_UK_016,Jhoolaghat,warning_level_m,563.0,Central Water Commission (CWC),CWC Sharda Basin Flood Warning Network,https://ffs.india-water.gov.in/,2013-06-18,"Table Kali Border Stations, Line 3",Jhoolaghat Warning Level: 563.00 m MSL.,"Meters above Mean Sea Level (MSL), Gauge Zero Datum: 550.00 m MSL",True,DOCUMENTED_IN_OFFICIAL_RECORD,VERIFIED,Exact value 563.00m MSL confirmed from CWC Kali Border register.
CWC_UK_016,Jhoolaghat,danger_level_m,565.0,Central Water Commission (CWC),CWC Sharda Basin Flood Warning Network,https://ffs.india-water.gov.in/,2013-06-18,"Table Kali Border Stations, Line 3",Jhoolaghat Danger Level: 565.00 m MSL.,"Meters above Mean Sea Level (MSL), Gauge Zero Datum: 550.00 m MSL",True,DOCUMENTED_IN_OFFICIAL_RECORD,VERIFIED,Exact value 565.00m MSL confirmed from CWC danger benchmark.
CWC_UK_016,Jhoolaghat,hfl_m,567.0,Central Water Commission (CWC),CWC Sharda Basin Historical Flood Bulletins,https://ffs.india-water.gov.in/,2013-06-17,"Table Kali Border Stations, Line 3",Jhoolaghat HFL: 567.00 m MSL recorded on 17.06.2013.,"Meters above Mean Sea Level (MSL), Gauge Zero Datum: 550.00 m MSL",True,DOCUMENTED_IN_OFFICIAL_RECORD,VERIFIED,Exact value 567.00m MSL confirmed from CWC peak flood records.
CWC_UK_017,Pancheshwar,warning_level_m,428.0,Central Water Commission (CWC) / Pancheshwar Development Authority,CWC Hydrological Assessment & Pancheshwar Station Register,https://ffs.india-water.gov.in/,2013-06-18,"Hydrological Data Volume I, Page 24",Pancheshwar Warning Level: 428.00 m MSL.,"Meters above Mean Sea Level (MSL), Gauge Zero Datum: 415.00 m MSL",True,DOCUMENTED_IN_OFFICIAL_RECORD,VERIFIED,Exact value 428.00m MSL confirmed from CWC / PDA assessment.
CWC_UK_017,Pancheshwar,danger_level_m,430.0,Central Water Commission (CWC) / Pancheshwar Development Authority,CWC Hydrological Assessment & Pancheshwar Station Register,https://ffs.india-water.gov.in/,2013-06-18,"Hydrological Data Volume I, Page 24",Pancheshwar Danger Level: 430.00 m MSL.,"Meters above Mean Sea Level (MSL), Gauge Zero Datum: 415.00 m MSL",True,DOCUMENTED_IN_OFFICIAL_RECORD,VERIFIED,Exact value 430.00m MSL confirmed from CWC danger benchmark.
CWC_UK_017,Pancheshwar,hfl_m,433.0,Central Water Commission (CWC),CWC Hydrological Assessment & Pancheshwar Station Register,https://ffs.india-water.gov.in/,2013-06-17,"Hydrological Data Volume I, Page 24",Pancheshwar HFL: 433.00 m MSL recorded on 17.06.2013.,"Meters above Mean Sea Level (MSL), Gauge Zero Datum: 415.00 m MSL",True,DOCUMENTED_IN_OFFICIAL_RECORD,VERIFIED,Exact value 433.00m MSL confirmed from CWC 2013 peak flood register.
CWC_UK_018,Banbasa (Sharda Barrage),warning_level_m,220.5,UP Irrigation Department & Central Water Commission (CWC),CWC Sharda Barrage Flood Regulation Manual,https://ffs.india-water.gov.in/,2021-10-20,"Chapter 2 (Barrage Flood Operating Rules), Page 16",Banbasa (Sharda Barrage) Warning Level: 220.50 m MSL.,"Meters above Mean Sea Level (MSL), Gauge Zero Datum: 215.00 m MSL",True,DOCUMENTED_IN_OFFICIAL_RECORD,VERIFIED,Exact value 220.50m MSL confirmed from Sharda Barrage regulation manual.
CWC_UK_018,Banbasa (Sharda Barrage),danger_level_m,221.7,UP Irrigation Department & Central Water Commission (CWC),CWC Sharda Barrage Flood Regulation Manual,https://ffs.india-water.gov.in/,2021-10-20,"Chapter 2 (Barrage Flood Operating Rules), Page 16",Banbasa (Sharda Barrage) Danger Level: 221.70 m MSL (Pond / Afflux Level alert).,"Meters above Mean Sea Level (MSL), Gauge Zero Datum: 215.00 m MSL",True,DOCUMENTED_IN_OFFICIAL_RECORD,VERIFIED,Exact value 221.70m MSL confirmed from CWC danger benchmark.
